,rotulo_sentimento,bpm,genero_Classical,genero_Funk,genero_Hip-Hop,genero_Pop,genero_Rock,humor_Emotional,humor_Energetic,humor_Joyful,humor_Melancholic,humor_Powerful,humor_Soothing,energia_Low,dancabilidade_Low,dancabilidade_Medium
332,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
333,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
334,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
335,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
336,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
337,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
338,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
339,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
340,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
341,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
342,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
343,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
344,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
345,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
346,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
347,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
348,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
349,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
350,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
351,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
352,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
353,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
354,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
355,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
356,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
357,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
358,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
359,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
360,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
361,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
362,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
363,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
364,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
365,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
366,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
367,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
368,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
369,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
370,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
371,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
372,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
373,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
374,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
375,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
376,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
377,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
378,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
379,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
380,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
381,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
382,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
383,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
384,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
385,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
386,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
387,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
388,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
389,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
390,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
391,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
392,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
393,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
394,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
395,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
396,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
397,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
398,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
399,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
400,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
401,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
402,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
403,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
404,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
405,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
406,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
407,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
408,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
409,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
410,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
411,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
412,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
413,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
414,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
415,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
416,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
417,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
418,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
419,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
420,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
421,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
422,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
423,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
424,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
425,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
426,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
427,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
428,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
429,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
430,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
431,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
432,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
433,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
434,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
435,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
436,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
437,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
438,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
439,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
440,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
441,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
442,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
443,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
444,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
445,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
446,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
447,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
448,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
449,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
450,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
451,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
452,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
453,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
454,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
455,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
456,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
457,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
458,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
459,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
460,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
461,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
462,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
463,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
464,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
465,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
466,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
467,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
468,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
469,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
470,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
471,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
472,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
473,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
474,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
475,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
476,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
477,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
478,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
479,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
480,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
481,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
482,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
483,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
484,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
485,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
486,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
487,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
488,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
489,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
490,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
491,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
492,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
493,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
494,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
495,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
496,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
497,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
498,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
499,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
500,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
501,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
502,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
503,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
504,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
505,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
506,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
507,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
508,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
509,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
510,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
511,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
512,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
513,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
514,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
515,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
516,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
517,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
518,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
519,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
520,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
521,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
522,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
523,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
524,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
525,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
526,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
527,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
528,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
529,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
530,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
531,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
532,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
533,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
534,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
535,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
536,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
537,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
538,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
539,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
540,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
541,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
542,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
543,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
544,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
545,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
546,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
547,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
548,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
549,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
550,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
551,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
552,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
553,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
554,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
555,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
556,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
557,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
558,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
559,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
560,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
561,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
562,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
563,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
564,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
565,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
566,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
567,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
568,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
569,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
570,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
571,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
572,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
573,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
574,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
575,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
576,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
577,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
578,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
579,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
580,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
581,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
582,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
583,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
584,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
585,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
586,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
587,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
588,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
589,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
590,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
591,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
592,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
593,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
594,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
595,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
596,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
597,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
598,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
599,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
600,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
601,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
602,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
603,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
604,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
605,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
606,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
607,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
608,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
609,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
610,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
611,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
612,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
613,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
614,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
615,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
616,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
617,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
618,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
619,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
620,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
621,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
622,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
623,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
624,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
625,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
626,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
627,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
628,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
629,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
630,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
631,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
632,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
633,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
634,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
635,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
636,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
637,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
638,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
639,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
640,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
641,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
642,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
643,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
644,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
645,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
646,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
647,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
648,0,0.46938857006432483,False,True,False,False,False,False,True,False,False,False,False,False,False,False
649,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
650,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
651,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
652,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
653,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
654,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
655,1,0.8777892980785288,False,False,True,False,False,False,False,False,False,True,False,False,False,False
656,0,1.6945907541069365,False,False,False,True,False,False,False,True,False,False,False,False,False,False
657,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
658,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
659,3,-0.8374937595811276,False,False,False,True,False,False,False,False,True,False,False,True,True,False
660,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
661,2,-1.3003479179972253,False,False,False,False,False,False,False,False,False,False,False,True,True,False
662,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
663,1,0.3060282788586433,False,False,False,False,True,False,True,False,False,False,False,False,False,True
664,2,-1.028080765987756,True,False,False,False,False,False,False,False,False,False,True,True,True,False
665,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
666,3,-0.6196800379735522,False,False,False,False,True,True,False,False,False,False,False,True,False,True
